Episode,Reward,Loss,Epsilon,Total_Time
1,38.61755944298419,0.5537872910499573,1.0,14.143379211425781
2,46.157679165443476,17.113124932234104,0.997,23.887054681777954
3,36.4288249660541,6.761759830845727,0.994009,31.221866369247437
4,28.358670474445603,7.915491961418314,0.991026973,40.325071573257446
5,11.058706946715906,16.815668454537025,0.988053892081,45.78833055496216
6,14.714936346976593,17.429839892265125,0.985089730404757,53.47276997566223
7,16.803881399835063,5.4225855725152154,0.9821344612135428,63.46248412132263
8,14.393172622354246,7.9139285502226455,0.9791880578299021,68.77761626243591
9,9.50625596565542,6.158996037074497,0.9762504936564125,73.67548727989197
10,6.390177174708541,16.690914875421768,0.9733217421754432,81.47127604484558
11,42.140779681580526,17.974418341223874,0.9704017769489168,94.11067318916321
12,69.49793859523017,10.786543273008787,0.9674905716180701,112.84166717529297
13,37.442000181663374,1.5437905139393278,0.9645880999032158,121.73458909988403
14,22.785244242642577,0.7993652406262188,0.9616943356035061,129.8524661064148
1,41.920706527567894,0.0,1.0,5.734879016876221
2,75.4941841821022,20.00901349691244,0.997,29.503827333450317
3,24.596964454433184,15.200084602510607,0.994009,36.47136831283569
4,17.87019839306917,13.717335579612039,0.991026973,46.46966195106506
5,-6.672442471586824,20.66803665594621,0.988053892081,51.448429584503174
6,1.076404784394331,10.990930332077873,0.985089730404757,58.78161406517029
7,31.58391362312242,37.774081905682884,0.9821344612135428,65.9490385055542
8,35.682381902528384,31.48008762087141,0.9791880578299021,73.02827644348145
9,8.319160031677436,18.67402659693072,0.9762504936564125,79.47072696685791
10,38.39048347207757,39.3610001206398,0.9733217421754432,85.99482011795044
11,15.55666304839685,8.400676592536595,0.9704017769489168,91.11569380760193
12,0.5778019935344441,12.673059701919556,0.9674905716180701,100.00346994400024
13,27.594878208111176,21.207535812729283,0.9645880999032158,107.7314977645874
1,56.565777475286055,0.0,1.0,7.374589443206787
2,6.453523393527841,5.588117980957032,0.997,11.933271169662476
3,55.46919799995102,8.835999914578029,0.994009,28.06273365020752
4,9.657720685727043,6.62292473749681,0.991026973,38.28497672080994
5,-23.52081352752668,4.408472502231598,0.988053892081,44.52004337310791
6,11.942372451273988,6.361817208203402,0.985089730404757,49.514737367630005
7,28.916685416540474,5.920072643845169,0.9821344612135428,54.8399293422699
8,-6.2122605806395885,5.1079970598220825,0.9791880578299021,60.980151414871216
9,29.378390242971506,3.553186480488096,0.9762504936564125,66.93900752067566
10,15.911484423686268,3.1550117005472598,0.9733217421754432,72.05663299560547
