Episode,Reward,Loss,Epsilon,Total_Time
1,-1.8678495113977434,2.205739681537335,1.0,12.75104308128357
2,2.1881505091617774,24.19644386291504,0.997,21.929271459579468
3,-1.2755617616041626,11.98398350946831,0.994009,27.771429538726807
4,-1.1845157479067558,18.969654211872502,0.991026973,39.64604091644287
5,-0.025698685083602457,16.686428531010947,0.988053892081,47.187864542007446
6,-1.182059975429516,10.553385451436043,0.985089730404757,52.93104267120361
7,0.7943871260685677,6.864186367988586,0.9821344612135428,61.16425633430481
8,1.1183294783491167,10.775131982384305,0.9791880578299021,71.67222166061401
9,-0.007664415773170091,11.999342775344848,0.9762504936564125,82.03353714942932
10,0.21383633716205455,18.9667550722758,0.9733217421754432,88.73735237121582
11,-0.03053666276476419,8.461437019640984,0.9704017769489168,96.40350484848022
12,0.03277385315592296,1.6131812717233385,0.9674905716180701,102.5584671497345
13,1.042045160381974,1.068560544989611,0.9645880999032158,111.7900447845459
14,-0.4796727158794777,1.3025094359009355,0.9616943356035061,116.80538654327393
15,-0.7054462306425431,0.894437430233791,0.9588092525966956,122.09650492668152
16,-0.4939872647391027,0.41377670517781884,0.9559328248389055,129.1338505744934
17,-0.16318692460659068,0.6685359387294106,0.9530650263643888,133.60099291801453
18,0.6057438234055907,0.37627213378436863,0.9502058312852957,143.9582691192627
19,-0.45983113121853814,0.39864227341281044,0.9473552137914398,148.99214553833008
20,-0.3779128844225921,0.4369647260223116,0.9445131481500655,155.1394681930542
21,0.7385042260670978,0.3401311184050607,0.9416796087056153,164.93303108215332
22,0.1306186761248801,0.21311045795679093,0.9388545698794984,173.1812756061554
23,-0.287625552488599,0.40831085046132404,0.93603800616986,178.59358382225037
24,0.41801816022350036,0.13516458310186863,0.9332298921513504,185.72840690612793
25,-0.4393012026201625,0.05517053777972857,0.9304302024748964,193.26256346702576
26,0.07510340847404844,0.0369247276509224,0.9276389118674717,200.54057693481445
27,-0.09478426094878803,0.03432201561436318,0.9248559951318693,209.76151704788208
28,0.17562620037472015,0.030121940929366618,0.9220814271464737,217.9002227783203
29,0.15222441418454338,0.028787527233362198,0.9193151828650342,225.31084823608398
30,0.10287347689752328,0.025951993794968493,0.9165572373164391,232.01372480392456
31,0.05211960020742609,0.02863581515183406,0.9138075656044898,241.11051630973816
32,-0.4886174170305746,0.025440578735670297,0.9110661429076764,259.7832818031311
33,-0.20355012106990444,0.026931465627291262,0.9083329444789534,267.67035579681396
34,-0.10106460819568337,0.025929483288729734,0.9056079456455165,271.97297406196594
35,-0.18814794091236547,0.019281977658263512,0.90289112180858,278.2240798473358
36,0.2044956210788224,0.015886169141874865,0.9001824484431542,286.75219559669495
37,-0.028269421749755816,0.011473565527628507,0.8974819010978248,296.6740794181824
38,-0.02253782813033106,0.015871568427731592,0.8947894553945313,301.75748014450073
39,-0.013094768858062322,0.00890176547691226,0.8921050870283477,309.2893350124359
40,0.0019331602347498061,0.016929791032453068,0.8894287717672626,314.97066831588745
41,-0.25740330291238883,0.011415145013164332,0.8867604854519608,322.7902548313141
42,-0.5172810245054631,0.010710610208385016,0.884100203995605,330.45862221717834
43,1.2034317095839784,0.009706625930090067,0.8814479033836181,340.9793860912323
44,-0.26300190648687205,0.009587388646242947,0.8788035596734672,346.2532048225403
45,0.13403145823846185,0.014571180657690598,0.8761671489944468,352.50834035873413
46,0.36453096991728223,0.016359667293727398,0.8735386475474635,363.31665086746216
