Episode,Reward,Loss,Epsilon,Total_Time
1,0.8336684236466834,0.0,1.0,5.784656286239624
2,20.986797574494183,1.8795491732083833,0.997,14.34559178352356
3,13.747992899212282,9.121665287017823,0.994009,20.085545778274536
4,40.27750175266298,11.074626876248253,0.991026973,27.245699167251587
5,12.090927145597126,6.43093399818127,0.988053892081,32.9200975894928
6,14.338795455752113,2.1751434644063314,0.985089730404757,39.34859347343445
7,-3.8079804251942173,1.771194452047348,0.9821344612135428,43.9363968372345
8,55.293533417322564,1.5741890323789496,0.9791880578299021,51.62060618400574
9,40.68008681435253,2.0335315036773682,0.9762504936564125,61.46218490600586
10,53.98335084867753,2.9372166531781354,0.9733217421754432,70.93210482597351
11,19.346448667819224,2.0010654352329396,0.9704017769489168,76.7519519329071
12,-5.579116223090961,3.1571481515621316,0.9674905716180701,82.91445589065552
13,25.654564044559972,2.4698294680565596,0.9645880999032158,89.58937001228333
14,1.8294233268750713,2.8700191103495083,0.9616943356035061,95.1980848312378
15,8.954976280498265,3.437075681686401,0.9588092525966956,100.71796226501465
16,31.248913654821465,2.2715917574731925,0.9559328248389055,108.53861832618713
17,7.81426102658107,2.0086932496020666,0.9530650263643888,112.99333643913269
18,44.67352521126618,1.526993074764808,0.9502058312852957,126.45900893211365
19,5.515799650770893,0.2889456863204638,0.9473552137914398,132.7702076435089
20,59.330509747841994,0.174737490916794,0.9445131481500655,143.37536787986755
21,25.615544951525496,0.11324604281357356,0.9416796087056153,150.52364087104797
22,12.334461386559068,0.1420370152918622,0.9388545698794984,157.2240288257599
23,35.28854143420449,0.13744571867088476,0.93603800616986,164.52220964431763
24,2.7903805057347926,0.16667230686415796,0.9332298921513504,169.8273584842682
25,17.432108057644967,0.12381765287136659,0.9304302024748964,176.4956967830658
26,18.3937902917742,0.1410865890370174,0.9276389118674717,181.54508876800537
27,28.598231685421926,0.1069852884017652,0.9248559951318693,188.10409235954285
28,11.286025583660955,0.14652936281636358,0.9220814271464737,192.7770173549652
29,21.897022352124605,0.13272110652178526,0.9193151828650342,198.10415625572205
30,17.30190250199001,0.09787661448121071,0.9165572373164391,203.58667159080505
31,14.460311925191878,0.10465503707528115,0.9138075656044898,208.29386496543884
32,26.932604721828497,0.10537418416804738,0.9110661429076764,217.2235176563263
33,5.4906239776082515,0.7421566243455918,0.9083329444789534,227.71728253364563
34,7.1191626258898655,0.4755809412283056,0.9056079456455165,231.81226754188538
35,24.279982991634903,0.28041905680528056,0.90289112180858,237.52119421958923
36,3.4198118719086317,0.22078035545089972,0.9001824484431542,242.66412734985352
37,4.987605083071028,0.12067503193693777,0.8974819010978248,249.2722942829132
38,31.833705115919514,0.12178098060416453,0.8947894553945313,256.12135076522827
39,68.5503412249511,0.12723174995305586,0.8921050870283477,265.7162022590637
40,15.385672798185215,0.08546613625906131,0.8894287717672626,271.5622320175171
41,51.85326557417895,0.0864230288945614,0.8867604854519608,280.8605887889862
42,57.14565632205735,0.11104166435032356,0.884100203995605,289.15192437171936
43,1.6850810181463283,0.07156995885074138,0.8814479033836181,294.91707849502563
44,14.919782128069585,0.08967741137664569,0.8788035596734672,302.6745946407318
45,66.76682919009082,0.08553520306235268,0.8761671489944468,314.6058306694031
46,7.273452641291217,0.10113885005315144,0.8735386475474635,320.98683643341064
47,92.14150359538883,0.581117536318866,0.8709180316048211,334.9463303089142
48,50.566353741600274,0.24605559756358464,0.8683052775100066,343.8953125476837
49,5.32935437679307,0.1950230658054352,0.8657003616774767,348.55091190338135
50,31.784532950137596,0.16163192689418793,0.8631032605924442,355.8128774166107
51,24.41270066057936,0.11034152513513198,0.860513950810667,361.46245288848877
52,2.4603269613691685,0.09180448563010604,0.857932408958235,367.33690667152405
53,-1.1977808340780147,0.09223034944799212,0.8553586117313603,376.17815041542053
54,60.17221162272507,0.10977687490613837,0.8527925358961662,383.99669909477234
55,21.77923931646822,0.08830153308808804,0.8502341582884777,389.541930437088
56,43.15068307257162,0.10099547419776307,0.8476834558136123,406.77694368362427
57,17.75880024005983,0.09859846409802374,0.8451404054461714,414.75087690353394
58,17.07316296517169,0.1009433506987989,0.8426049842298329,420.79108810424805
59,27.102401723013376,0.5808136253100302,0.8400771692771434,429.2146518230438
60,26.01967782817092,0.5721712315954813,0.837556937769312,437.96114921569824
61,-1.375978673688107,0.4467175434033076,0.835044266956004,441.85125946998596
62,73.9912866671527,0.2880565923318934,0.8325391341551359,454.5715596675873
63,30.098185365014338,0.20678995390023505,0.8300415167526705,460.5011696815491
64,31.113909993876682,0.18606598546792721,0.8275513922024125,466.7349648475647
65,25.125719915291313,0.13990441034547985,0.8250687380258053,473.4718871116638
66,34.961815442181056,0.138345601389537,0.8225935318117279,481.01208901405334
67,30.62025362695212,0.12151990241060655,0.8201257512162927,488.4471516609192
68,1.8441673638551386,0.10551753861363977,0.8176653739626438,495.1791467666626
69,35.88727835078492,0.15855849379638456,0.8152123778407558,505.5655481815338
70,98.81842475085668,0.18679402611250506,0.8127667407072335,526.1891956329346
71,47.7130746831445,0.950082974691017,0.8103284404851119,536.1200289726257
72,37.40292972018192,0.4888094373875194,0.8078974551636565,543.5231640338898
73,44.361086767227825,0.3773907611475271,0.8054737627981655,550.7925550937653
74,59.099067393713106,0.3208877575032565,0.803057341509771,560.4435005187988
75,60.09497061558695,0.26289953056860854,0.8006481694852418,570.9575321674347
76,28.362665614109158,0.19526624602490458,0.798246224976786,577.1465947628021
77,39.6672422319088,0.2712062698965137,0.7958514863018556,585.0391719341278
78,37.1823355821208,0.2695138293784112,0.79346393184295,592.086315870285
79,55.12510594756397,0.18574799845616022,0.7910835400474212,602.6992664337158
80,63.31949379440629,0.16090708159738118,0.7887102894272789,611.6026751995087
81,17.897165262955376,0.19264925313847406,0.7863441585589971,618.9756970405579
82,2.576637728705288,0.15799034581236218,0.78398512608332,624.2508709430695
83,5.92880298144303,0.1893172562122345,0.7816331707050701,629.3316426277161
84,30.530298414605404,1.0297786199277448,0.7792882711929549,636.0260200500488
85,-5.030923948133464,0.5353637768561581,0.776950406379376,651.7220208644867
86,93.92511766585969,0.3892032419179761,0.7746195551602378,675.3455216884613
87,79.46667335993098,0.28580635015742256,0.7722956964947572,686.7990272045135
88,63.84657326886113,0.28540561119402486,0.7699788094052729,710.1126441955566
89,9.859605072624579,0.2191444385264601,0.767668872977057,716.1889576911926
90,0.630346279320916,0.3105886385396675,0.7653658663581259,722.1444640159607
91,16.48537630026957,1.049132779527169,0.7630697687590515,727.4576995372772
92,75.16984278026945,0.813320703101608,0.7607805594527743,737.4501810073853
