Episode,Reward,Loss,Epsilon,Total_Time
1,65.55986118196083,0.0,1.0,0.0,7.734012603759766
2,29.518697502926926,11.953485568364462,0.997,0.9668492153286934,16.7297682762146
3,33.166703594073624,24.485174229650788,0.994009,3.5692790575099713,23.476808071136475
4,40.478172448125136,19.6385179983603,0.991026973,1.5274195058925732,31.06454110145569
5,52.75120716738489,8.759845081796037,0.988053892081,3.1984652639069457,40.3597526550293
6,109.64244190983638,17.2484596655919,0.985089730404757,3.378988146667297,52.684311866760254
7,19.29845638386408,9.697575756481715,0.9821344612135428,4.679267747061593,58.50547790527344
8,3.423595972855572,7.909905630609264,0.9791880578299021,4.596450878226238,63.511791467666626
9,41.069373618407354,12.996635497785082,0.9762504936564125,3.245274067509408,73.34808301925659
10,47.56232266523158,7.726339855092637,0.9733217421754432,4.727923126930886,82.78021669387817
11,35.30768845308695,11.70150563591405,0.9704017769489168,4.230257525255806,90.5587706565857
12,25.208607575097073,9.401873834927876,0.9674905716180701,3.9233450174331663,97.05556964874268
13,62.71777339322983,8.828168907027313,0.9645880999032158,3.964673933775529,108.80276393890381
14,24.66961107436439,4.58080580830574,0.9616943356035061,5.574792106946309,115.63843941688538
15,-2.709368136526108,0.957508004847027,0.9588092525966956,5.687605222066243,120.07811880111694
16,17.20896450633075,0.39476791550131407,0.9559328248389055,5.609503703958848,126.5599319934845
17,22.298363743048906,0.2262034813563029,0.9530650263643888,5.552515506744385,131.47248911857605
18,73.7418764746846,0.16259775143326,0.9502058312852957,5.519333276855812,146.43636465072632
19,4.011391620829106,0.18694389524847962,0.9473552137914398,5.515689694604208,154.2726948261261
20,12.347837559382148,0.2351549600384065,0.9445131481500655,5.467704398291452,159.8113067150116
21,85.8026165599814,0.19076053370480184,0.9416796087056153,5.44977393856755,169.30383133888245
22,46.743765665753784,0.19204177096730374,0.9388545698794984,5.4648399431197365,179.90994238853455
23,20.637534884745307,0.16811862055744445,0.93603800616986,5.448326576323736,187.58426976203918
24,-8.25237308395307,0.1542140135111717,0.9332298921513504,5.3606016635894775,192.84819149971008
25,52.37239000075964,0.16480021199418438,0.9304302024748964,5.4085632297727795,199.72934222221375
26,88.57108156503733,0.6334147997971239,0.9276389118674717,6.089698791503906,209.86135935783386
27,26.559383540707348,0.3756579175347187,0.9248559951318693,6.53086684961788,220.3912215232849
28,26.6620412390546,0.23804011013772752,0.9220814271464737,6.432968054877387,228.6481122970581
29,55.36214428719698,0.1385678028066953,0.9193151828650342,6.430525016784668,236.81716513633728
30,63.342017317421856,0.1168379800250897,0.9165572373164391,6.481105943826528,248.03635025024414
31,61.335311064083776,0.11435699543875197,0.9138075656044898,6.493632741596388,256.386577129364
