Episode,Reward,Loss,Epsilon
1,171,542.9286918640137,1.0
2,-12,285.6769905090332,0.997
1,8,94.73172330856323,1.0
2,11,161.16008520126343,0.997
3,36,317.6563269495964,0.994009
1,50,109.26825141906738,1.0
2,-20,129.24272775650024,0.997
3,-34,168.2594289779663,0.994009
4,-41,259.6827850341797,0.991026973
5,-18,337.1858537197113,0.988053892081
1,-14,58.86532211303711,1.0
2,-12,164.30246329307556,0.997
3,-22,127.3789291381836,0.994009
4,-22,135.21618461608887,0.991026973
5,11,68.65617835521698,0.988053892081
6,-23,47.51158010959625,0.985089730404757
7,-17,116.83660101890564,0.9821344612135428
8,-6,317.5096002817154,0.9791880578299021
9,-23,93.57260090112686,0.9762504936564125
10,128,171.43682286143303,0.9733217421754432
11,13,129.25901317596436,0.9704017769489168
12,-17,122.51095867156982,0.9674905716180701
13,14,42.69607746601105,0.9645880999032158
14,65,83.94894242286682,0.9616943356035061
15,17,104.38999950885773,0.9588092525966956
16,-12,81.09486758708954,0.9559328248389055
17,16,66.52835667133331,0.9530650263643888
18,-45,91.6839787364006,0.9502058312852957
19,33,89.75517338514328,0.9473552137914398
20,16,82.97218418121338,0.9445131481500655
21,-45,61.14766252040863,0.9416796087056153
22,-12,87.85245192050934,0.9388545698794984
23,82,93.25510799884796,0.93603800616986
24,-50,16.1399744451046,0.9332298921513504
25,41,56.24223804473877,0.9304302024748964
26,3,23.76261168718338,0.9276389118674717
27,33,152.38806289434433,0.9248559951318693
28,22,85.68721401691437,0.9220814271464737
29,7,83.03638327121735,0.9193151828650342
30,-13,117.5550184249878,0.9165572373164391
31,-26,77.70125830173492,0.9138075656044898
32,-23,64.42573320865631,0.9110661429076764
33,-26,76.9652669429779,0.9083329444789534
34,-48,65.66122853755951,0.9056079456455165
35,6,81.16407942771912,0.90289112180858
36,21,87.31533205509186,0.9001824484431542
37,-29,47.47479999065399,0.8974819010978248
38,7,31.93922734260559,0.8947894553945313
39,67,86.12800508737564,0.8921050870283477
40,-31,57.37243831157684,0.8894287717672626
41,-23,56.16840577125549,0.8867604854519608
42,17,69.43714880943298,0.884100203995605
43,101,83.31976473331451,0.8814479033836181
44,37,67.41723299026489,0.8788035596734672
45,-24,90.27509236335754,0.8761671489944468
46,-57,118.05185562372208,0.8735386475474635
47,-63,26.434584140777588,0.8709180316048211
48,-58,10.676099836826324,0.8683052775100066
49,35,48.26797181367874,0.8657003616774767
50,-24,73.40783941745758,0.8631032605924442
51,-16,91.38586604595184,0.860513950810667
52,-44,79.12163388729095,0.857932408958235
53,-8,72.85558122396469,0.8553586117313603
54,24,103.31620264053345,0.8527925358961662
55,-29,512.180652141571,0.8502341582884777
56,-25,157.71178531646729,0.8476834558136123
57,-64,172.076233625412,0.8451404054461714
58,-20,105.93518829345703,0.8426049842298329
59,-35,82.21559929847717,0.8400771692771434
60,15,201.1924123764038,0.837556937769312
61,41,119.1201022863388,0.835044266956004
62,-46,164.2323133945465,0.8325391341551359
63,-55,50.80404508113861,0.8300415167526705
64,-53,138.44403338432312,0.8275513922024125
65,-48,123.71535789966583,0.8250687380258053
66,-15,88.4869658946991,0.8225935318117279
1,-13,72.74312210083008,1.0
2,-69,291.91602087020874,0.997
1,180,762.5320191383362,1.0
2,8,173.15277576446533,0.997
3,1,136.6544953584671,0.994009
4,78,291.8407562971115,0.991026973
5,-21,204.46628284454346,0.988053892081
6,361,378.4197986125946,0.985089730404757
7,37,213.43775713443756,0.9821344612135428
8,97,156.89109367132187,0.9791880578299021
9,-3,164.99438962340355,0.9762504936564125
10,176,329.50427639484406,0.9733217421754432
11,71,335.0124166607857,0.9704017769489168
12,190,389.9553954601288,0.9674905716180701
13,-2,100.6031424999237,0.9645880999032158
1,-35,228.1887720823288,1.0
2,89,233.02009785175323,0.997
3,-31,162.03388285636902,0.994009
4,-35,217.1855434179306,0.991026973
5,-16,367.0379109978676,0.988053892081
6,51,200.90919855237007,0.985089730404757
7,-12,113.30463498830795,0.9821344612135428
8,425,374.3826000094414,0.9791880578299021
9,304,246.42198193073273,0.9762504936564125
10,51,126.9647869169712,0.9733217421754432
11,16,97.94553864002228,0.9704017769489168
12,3,72.87753134965897,0.9674905716180701
13,14,117.06126338243484,0.9645880999032158
14,-45,55.35233820974827,0.9616943356035061
15,269,202.06661847233772,0.9588092525966956
16,-23,67.8729200065136,0.9559328248389055
17,243,170.72067844867706,0.9530650263643888
18,88,133.47511318325996,0.9502058312852957
19,77,126.64519661664963,0.9473552137914398
20,60,110.70038333535194,0.9445131481500655
21,28,92.91704922914505,0.9416796087056153
22,-22,275.33440363407135,0.9388545698794984
23,216,314.01563453674316,0.93603800616986
24,167,142.2196787595749,0.9332298921513504
25,100,132.5637264251709,0.9304302024748964
26,43,116.35419380664825,0.9276389118674717
27,47,68.47534734010696,0.9248559951318693
28,-90,162.98771727085114,0.9220814271464737
29,14,175.34182751178741,0.9193151828650342
30,-20,46.34173709154129,0.9165572373164391
31,100,68.11844235658646,0.9138075656044898
32,5,93.536934196949,0.9110661429076764
33,32,72.3251838684082,0.9083329444789534
34,103,102.04383906722069,0.9056079456455165
35,198,107.54976171255112,0.90289112180858
36,-78,85.54970729351044,0.9001824484431542
37,87,126.75895008444786,0.8974819010978248
38,64,92.41071063280106,0.8947894553945313
39,58,83.62011778354645,0.8921050870283477
40,197,112.0557571053505,0.8894287717672626
41,99,111.90584364533424,0.8867604854519608
42,-31,101.8965710401535,0.884100203995605
43,-7,145.04393184185028,0.8814479033836181
44,-11,82.79478073120117,0.8788035596734672
45,157,123.03987795114517,0.8761671489944468
46,-26,117.28849291801453,0.8735386475474635
47,292,519.190571308136,0.8709180316048211
48,2,239.9259432554245,0.8683052775100066
49,146,283.63799595832825,0.8657003616774767
50,61,204.05442118644714,0.8631032605924442
51,245,294.43825328350067,0.860513950810667
52,21,94.74651455879211,0.857932408958235
53,52,128.82566940784454,0.8553586117313603
54,281,408.388567507267,0.8527925358961662
55,-42,215.61522489786148,0.8502341582884777
56,40,159.32882738113403,0.8476834558136123
57,142,163.1589817404747,0.8451404054461714
58,-49,165.6610289812088,0.8426049842298329
59,47,125.56111526489258,0.8400771692771434
60,396,205.80957520008087,0.837556937769312
61,23,123.26188504695892,0.835044266956004
62,281,230.40556955337524,0.8325391341551359
63,458,179.58839172124863,0.8300415167526705
64,223,123.45096355676651,0.8275513922024125
65,-17,78.55817025899887,0.8250687380258053
66,23,338.8160336613655,0.8225935318117279
67,90,332.3183889389038,0.8201257512162927
68,3,160.4045078754425,0.8176653739626438
69,-37,225.9976761341095,0.8152123778407558
70,-27,497.65120124816895,0.8127667407072335
71,-15,241.2366693019867,0.8103284404851119
72,-11,555.5863592624664,0.8078974551636565
73,51,163.23879027366638,0.8054737627981655
74,-58,174.46476900577545,0.803057341509771
75,166,150.41138625144958,0.8006481694852418
76,188,216.44611859321594,0.798246224976786
77,138,213.2514923810959,0.7958514863018556
78,154,211.97023105621338,0.79346393184295
79,1,100.28157663345337,0.7910835400474212
80,93,204.10447490215302,0.7887102894272789
81,92,242.29594826698303,0.7863441585589971
82,240,312.36259293556213,0.78398512608332
83,67,134.5762002468109,0.7816331707050701
84,222,232.3154412508011,0.7792882711929549
85,453,458.8366037607193,0.776950406379376
86,159,499.8060096502304,0.7746195551602378
87,134,429.413556098938,0.7722956964947572
88,82,386.68486857414246,0.7699788094052729
89,54,285.7724299430847,0.767668872977057
90,139,291.47068428993225,0.7653658663581259
91,61,411.950222492218,0.7630697687590515
92,76,213.62526965141296,0.7607805594527743
93,417,709.609614610672,0.7584982177744161
94,101,237.1845738887787,0.7562227231210928
95,-20,225.0693725347519,0.7539540549517295
96,274,346.8355748653412,0.7516921927868743
97,208,359.4382942914963,0.7494371162085136
98,203,238.24812150001526,0.747188804859888
99,-11,163.3110547065735,0.7449472384453084
100,107,218.44586098194122,0.7427123967299725
101,490,752.6111965179443,0.7404842595397826
102,90,169.11735844612122,0.7382628067611632
103,196,1055.3883333206177,0.7360480183408797
104,15,356.0161647796631,0.7338398742858571
105,132,530.5797905921936,0.7316383546629995
106,-1,229.43767666816711,0.7294434395990105
107,67,315.82726550102234,0.7272551092802134
108,295,814.865669965744,0.7250733439523728
109,18,169.77696895599365,0.7228981239205157
110,150,283.0335581302643,0.7207294295487541
111,223,1122.961925983429,0.7185672412601078
112,105,226.61375999450684,0.7164115395363275
113,77,383.78352427482605,0.7142623049177186
114,16,418.6770362854004,0.7121195180029655
115,-39,165.97458004951477,0.7099831594489566
116,-32,275.60432291030884,0.7078532099706097
117,159,298.5974587202072,0.7057296503406979
118,79,194.27582263946533,0.7036124613896758
119,6,153.90390729904175,0.7015016240055068
120,7,393.4726288318634,0.6993971191334902
121,156,270.1046334505081,0.6972989277760897
122,45,303.4286832809448,0.6952070309927615
123,87,310.8708403110504,0.6931214098997832
124,61,319.89097332954407,0.6910420456700839
125,-2,160.27003574371338,0.6889689195330736
126,116,1172.2139296531677,0.6869020127744744
127,286,988.5362730026245,0.684841306736151
128,18,604.4161624908447,0.6827867828159425
129,321,680.4855704307556,0.6807384224674947
130,391,701.0230152606964,0.6786962072000923
131,78,350.0446810722351,0.676660118578492
132,135,672.6493690013885,0.6746301382227565
133,307,690.1668477058411,0.6726062478080883
134,147,421.81550216674805,0.6705884290646641
135,143,653.0602145195007,0.66857666377747
136,46,318.71360635757446,0.6665709337861376
137,367,1185.3566281795502,0.6645712209847792
138,63,235.1991639137268,0.6625775073218249
139,49,326.4490895271301,0.6605897747998594
140,77,315.4645323753357,0.6586080054754598
141,-16,268.9688186645508,0.6566321814590335
142,282,1497.211025238037,0.6546622849146564
143,-41,191.30295634269714,0.6526982980599124
144,104,299.2915515899658,0.6507402031657327
145,4,633.1184577941895,0.6487879825562355
146,48,533.5683097839355,0.6468416186085668
147,210,1232.4944353103638,0.6449010937527411
148,300,1288.6571826934814,0.6429663904714829
149,172,1785.7898488044739,0.6410374913000684
150,150,684.9797396659851,0.6391143788261682
151,373,2112.315826892853,0.6371970356896897
152,173,1126.2617869377136,0.6352854445826206
153,263,968.9096870422363,0.6333795882488727
154,243,1040.8226237297058,0.6314794494841262
155,124,651.6755876541138,0.6295850111356738
156,51,541.4827408790588,0.6276962561022668
157,51,468.97073221206665,0.62581316733396
158,86,772.8624520301819,0.623935727831958
159,-1,421.3064317703247,0.6220639206484622
160,72,489.6677179336548,0.6201977288865168
161,2,571.8266887664795,0.6183371356998573
162,228,989.7516226768494,0.6164821242927577
163,250,2852.897052049637,0.6146326779198794
164,87,1272.3487510681152,0.6127887798861198
165,243,2370.324246406555,0.6109504135464614
166,56,619.5725259780884,0.609117562305822
167,174,1260.4028491973877,0.6072902096189046
168,141,634.7353825569153,0.6054683389900478
169,-12,1076.4665632247925,0.6036519339730777
170,45,1781.6791672706604,0.6018409781711584
171,17,910.8419752120972,0.6000354552366449
172,333,1290.454610824585,0.598235348870935
173,104,912.2341704368591,0.5964406428243222
174,20,659.8154668807983,0.5946513208958493
175,135,864.5930423736572,0.5928673669331617
176,94,586.6339564323425,0.5910887648323622
177,295,2604.019919872284,0.5893154985378651
178,228,1248.9111042022705,0.5875475520422515
179,191,818.2981171607971,0.5857849093861247
180,271,2362.887209415436,0.5840275546579663
181,32,2339.34450340271,0.5822754719939924
182,27,562.2157373428345,0.5805286455780104
183,156,1242.067156791687,0.5787870596412764
184,167,1386.3628730773926,0.5770506984623526
185,49,920.6178274154663,0.5753195463669655
186,-1,792.2911720275879,0.5735935877278646
187,224,1471.2684607505798,0.571872806964681
188,120,924.1584634780884,0.5701571885437869
189,73,877.9877271652222,0.5684467169781556
190,400,2973.1211066246033,0.5667413768272211
191,116,1497.2621030807495,0.5650411526967395
192,330,2116.290349006653,0.5633460292386493
193,298,1630.430685043335,0.5616559911509333
194,178,1143.5565433502197,0.5599710231774805
195,215,1171.2045030593872,0.5582911101079481
196,319,1940.7220296859741,0.5566162367776242
197,73,1155.628846168518,0.5549463880672914
198,343,2184.503065109253,0.5532815489030894
199,43,2070.755290031433,0.5516217042563801
200,148,1868.217882156372,0.549966839143611
201,78,3303.169485092163,0.5483169386261801
202,253,2022.1541538238525,0.5466719878103016
203,77,953.8430709838867,0.5450319718468707
204,243,1545.095025062561,0.5433968759313301
205,46,1609.4430522918701,0.5417666853035361
206,146,1607.2866735458374,0.5401413852476254
207,108,1726.384183883667,0.5385209610918825
208,121,1284.15269947052,0.5369053982086068
209,531,3504.8580021858215,0.535294682013981
210,4,641.135705947876,0.5336887979679391
211,253,1548.7880249023438,0.5320877315740353
212,-49,1431.3262224197388,0.5304914683793133
213,-11,987.5494918823242,0.5288999939741753
214,208,1689.6448068618774,0.5273132939922528
215,326,5444.764896392822,0.525731354110276
216,69,2307.6554594039917,0.5241541600479452
217,145,2074.747314453125,0.5225816975678014
218,395,3038.8101205825806,0.521013952475098
219,300,3079.9421977996826,0.5194509106176727
220,330,3114.5309734344482,0.5178925578858197
221,121,1628.6315412521362,0.5163388802121622
222,235,1928.8831882476807,0.5147898635715258
223,61,1575.255602836609,0.5132454939808112
224,158,1486.2944269180298,0.5117057574988688
225,305,7094.6635999679565,0.5101706402263723
226,3,2221.448317527771,0.5086401283056932
227,57,1103.634744644165,0.5071142079207761
228,246,3813.306185722351,0.5055928652970137
229,209,2050.8016633987427,0.5040760867011227
230,102,6762.754991531372,0.5025638584410194
231,102,4713.956004142761,0.5010561668656963
232,195,2737.8958415985107,0.49955299836509925
233,263,4034.3631715774536,0.49805433937000393
234,46,1461.781021118164,0.4965601763518939
235,369,5031.6405239105225,0.49507049582283824
236,82,952.991289138794,0.49358528433536975
237,137,1779.692313194275,0.49210452848236363
238,309,2398.9831171035767,0.49062821489691655
239,151,1647.253360748291,0.4891563302522258
240,266,4046.7844524383545,0.48768886126146915
241,321,4823.333694458008,0.48622579467768473
242,397,5559.33659362793,0.4847671172936517
243,415,5360.3408851623535,0.4833128159417707
244,225,4566.692064285278,0.4818628774939454
245,100,1491.739143371582,0.48041728886146357
246,179,2472.847496986389,0.4789760369948792
247,309,4855.101840019226,0.47753910888389456
248,276,4585.891568183899,0.4761064915572429
249,40,1278.368169784546,0.4746781720825711
250,-28,1801.6568279266357,0.4732541375663234
251,-59,868.471321105957,0.4718343751536244
252,313,2495.480005264282,0.47041887202816357
253,126,1851.9852628707886,0.4690076154120791
254,159,3355.2922649383545,0.46760059256584285
255,141,2855.384677886963,0.4661977907881453
256,406,7549.084726333618,0.4647991974157809
257,63,2536.191919326782,0.46340479982353355
258,7,5078.030040740967,0.46201458542406293
259,243,5674.029607772827,0.4606285416677907
