Episode,Reward,Loss,Epsilon
0,34,284.98311138153076,1.0
1,-46,326.2057840824127,0.995
2,91,588.6358404755592,0.990025
3,-31,191.48686000704765,0.985074875
4,-61,65.61650091409683,0.9801495006250001
5,-33,244.60890674591064,0.9752487531218751
6,-52,299.6077110171318,0.9703725093562657
7,-45,76.94633355736732,0.9655206468094844
8,0,65.25433576107025,0.960693043575437
9,-14,225.9038211107254,0.9558895783575597
10,73,129.47636765241623,0.9511101304657719
11,-42,98.23570907115936,0.946354579813443
12,19,152.91768515110016,0.9416228069143757
13,38,150.11592882871628,0.9369146928798039
14,-80,209.1745320558548,0.9322301194154049
15,7,61.10977154970169,0.9275689688183278
16,-55,237.93479013442993,0.9229311239742362
17,-7,236.42989298701286,0.918316468354365
18,-37,149.44401556253433,0.9137248860125932
19,34,164.6694094836712,0.9091562615825302
20,-4,65.41928905248642,0.9046104802746175
21,23,118.36443465948105,0.9000874278732445
22,70,172.60856112837791,0.8955869907338783
23,10,194.48546850681305,0.8911090557802088
24,-29,112.46457546949387,0.8866535105013078
25,-4,111.51169046759605,0.8822202429488013
26,-28,213.4395380616188,0.8778091417340573
27,15,230.31901848316193,0.8734200960253871
28,50,91.34178188443184,0.8690529955452602
29,-12,174.28821516036987,0.8647077305675338
30,-18,58.6269416809082,0.8603841919146962
31,42,317.3222457766533,0.8560822709551227
32,-27,48.48523676395416,0.851801859600347
33,26,79.01856410503387,0.8475428503023453
34,27,64.93053740262985,0.8433051360508336
35,35,99.27637135982513,0.8390886103705794
36,-12,116.97298979759216,0.8348931673187264
37,-6,98.28963899612427,0.8307187014821328
38,-37,109.50240695476532,0.8265651079747222
39,45,572.6779906749725,0.8224322824348486
40,-19,164.68079149723053,0.8183201210226743
41,-4,129.5302459001541,0.8142285204175609
42,19,247.2565581202507,0.810157377815473
43,-7,67.33214044570923,0.8061065909263957
44,-65,145.45837980508804,0.8020760579717637
45,11,97.24255728721619,0.798065677681905
46,-32,143.6147186756134,0.7940753492934954
47,49,156.1733853816986,0.7901049725470279
48,78,132.7681007385254,0.7861544476842928
49,-8,194.8069040775299,0.7822236754458713
50,-87,139.9532358944416,0.778312557068642
51,-17,93.11911082267761,0.7744209942832988
52,19,93.46937733888626,0.7705488893118823
53,52,93.14833068847656,0.7666961448653229
54,135,226.09027183055878,0.7628626641409962
55,-1,60.91695046424866,0.7590483508202912
56,-4,69.21608769893646,0.7552531090661897
57,-4,58.16106867790222,0.7514768435208588
58,51,156.75529563426971,0.7477194593032545
59,19,88.2742269039154,0.7439808620067382
60,0,63.27865934371948,0.7402609576967045
61,70,71.48770889639854,0.736559652908221
62,-40,110.04477822780609,0.7328768546436799
63,17,61.907511830329895,0.7292124703704616
